Valores de variáveis;;;;;
Nome;Descrição;Nível de medição;Catergoria;Descrição da categoria;Tamanho
;;;4254;Diário de Penápolis;
;;;4255;Diário de São Paulo;
;;;4256;Diário de Suzano;
;;;4257;Diário de Taubaté;
;;;4258;Diário do Alto Tietê;
;;;4259;Diário do Comércio;
;;;4260;Diário do Grande ABC;
;;;4261;Diário do Litoral;
;;;4262;Diário do Litoral Norte;
;;;4263;Diário do Oeste Paulista;
;;;4264;Diário do Rio Claro;
;;;4265;Diário Regional (Fernandópolis);
;;;4266;Diário Regional (Santo André);
;;;4267;Edição Extra;
;;;4268;Empresas & Negócios;
;;;4269;Enfim;
;;;4270;Entreposto;
;;;4271;Espaço Aberto;
;;;4272;Estação Notícia;
;;;4273;Expressao Regional (SP);
;;;4274;Expresso Popular;
;;;4275;Farol Autos;
;;;4276;Fato Paulista;
;;;4277;Fatos;
;;;4278;Fatos da Região;
;;;4279;Folha Campinas / Folha Vale (Folha de São Paulo);
;;;4280;Folha da Cidade (SP);
;;;4281;Folha da Estância (SP);
;;;4282;Folha da Região (SP);
;;;4283;Folha de Alphaville;
;;;4284;Folha de Angatuba;
;;;4285;Folha de Guaianases;
;;;4286;Folha de Itapetininga;
;;;4287;Folha de Mogi;
;;;4288;Folha de Notícias (SP);
;;;4289;Folha de Piedade;
;;;4290;Folha de Piraju;
;;;4291;Folha de São Paulo;
;;;4292;Folha de Valinhos;
;;;4293;Folha do ABC;
;;;4294;Folha do Dia;
;;;4295;Folha do Taquaral;
;;;4296;Folha do Trolebus;
;;;4297;Folha Metropolitana;
;;;4298;Folha Noroeste;
;;;4299;Folha Notícias (Ex- Folha de Vinhedo e Folha de Louveira);
;;;4300;Folha Regional (SP);
;;;4301;Folha Ribeirão (Folha de São Paulo);
;;;4302;Gazeta Bragantina;
;;;4303;Gazeta da Mooca;
;;;4304;Gazeta da Região Sul;
;;;4305;Gazeta de Cosmópolis;
;;;4306;Gazeta de Guararema;
;;;4307;Gazeta de Indaiatuba;
;;;4308;Gazeta de Limeira;
;;;4309;Gazeta de Piracicaba;
;;;4310;Gazeta de Pirajuí Regional;
;;;4311;Gazeta de Santo Amaro/ Gazeta de Brooklin E Campo Belo/ Jornal de Moema/ Interlagos News;
;;;4312;Gazeta de Taubaté;
;;;4313;Gazeta de Vargem Grande/ A Gazeta;
;;;4314;Gazeta do Rio Pardo;
;;;4316;Gazeta Panorâmica;
;;;4317;Gazeta SP;
;;;4318;Guarulhos Hoje;
;;;4319;Hoje Livre;
;;;4320;Hora do Povo;
;;;4321;Imprensa do ABC;
;;;4322;Imprensa Livre (SP);
;;;4323;Imprensa Regional (SP);
;;;4324;Independente;
;;;4325;Infoleste;
;;;4326;Informação;
;;;4327;Integração (SP);
;;;4328;Ipanema;
;;;4329;Ipiranga News;
;;;4330;Ita News;
;;;4331;Itapevi Agora;
;;;4332;Itaquera em Notícias;
;;;4333;Jornal Gente;
;;;4334;Jornal Cidade de Marília;
;;;4335;Jornal Contato;
;;;4336;Jornal da Agricultura Familiar;
;;;4337;Jornal da Balsa;
;;;4338;Jornal da Cidade (Bauru);
;;;4339;Jornal da Cidade (Bragança Paulista);
;;;4340;Jornal da Cidade (Capivari);
;;;4341;Jornal da Cidade (Jundiaí);
;;;4342;Jornal da Cidade (Taubaté);
;;;4343;Jornal da Cidade e Região;
;;;4344;Jornal da Comarca (Palmital);
;;;4345;Jornal da Comarca (Pedreira);
;;;4346;Jornal da Gente (SP);
;;;4347;Jornal da Liberdade;
;;;4348;Jornal da Manhã (SP);
;;;4349;Jornal da Orla;
;;;4350;Jornal da Região (SP);
;;;4351;Jornal de Araraquara;
;;;4352;Jornal de Assis;
;;;4353;Jornal de Barretos;
;;;4354;Jornal de Caçapava;
;;;4355;Jornal de Cajuru;
;;;4356;Jornal de Cambuci e Aclimação;
;;;4357;Jornal de Jundiaí;
;;;4358;Jornal de Limeira;
;;;4359;Jornal de Macatuba;
;;;4360;Jornal de Piracicaba;
;;;4361;Jornal de São Caetano;
;;;4362;Jornal de Turismo;
;;;4363;Jornal de Valinhos;
;;;4364;Jornal de Vinhedo;
;;;4365;Jornal do Brás;
;;;4366;Jornal do Comércio (SP);
;;;4367;Jornal do Farol (Guarulhos);
;;;4368;Jornal do Farol (São Paulo);
;;;4369;Jornal do Meio;
;;;4370;Jornal do Momento News;
;;;4371;Jornal do Município;
;;;4372;Jornal do Síndico;
;;;4373;Jornal dos Bairros (SP);
;;;4374;Jornal em Revista;
;;;4375;Jornal Mais;
;;;4376;Jornal Mulher;
;;;4377;Jornal Possense (SP);
;;;4378;Jornal Regional (Registro);
;;;4379;Jornal Regional (Rio Claro);
;;;4380;Jornal Sete;
;;;4381;Jornal Sim News;
;;;4382;Jornal Simpatia;
;;;4383;Jornal Votura;
;;;4384;Jornal Zona Sul / J.B.A Butantã;
;;;4386;Litoral News;
;;;4387;Mais - Informação Por Menos;
;;;4388;Manchete da Região;
;;;4389;Metro (SP);
;;;4390;Metro (Ex Publimetro);
;;;4391;Metro ABC;
;;;4392;Metrô News;
;;;4393;Metro Santos;
;;;4394;Mogi News;
;;;4395;Monitor Mercantil (SP);
;;;4396;Nosso Jornal;
;;;4397;Notícia Já;
;;;4398;Notícias de Caconde;
;;;4399;Notícias de Cotia e Região;
;;;4400;Notícias de Poá;
;;;4401;Notícias do Vale;
;;;4402;Notícias em Mídia;
;;;4403;Nova Comarca;
;;;4404;Nova Oeste;
;;;4405;"Novo Emprego ""O Amarelinho""";
;;;4406;Novo Tempo;
;;;4407;O Alfinete;
;;;4408;O Atibaiense;
;;;4409;O Colinense;
;;;4410;O Comércio (SP);
;;;4411;O Debate;
;;;4412;O Dialeto;
;;;4413;O Diário (Barretos);
;;;4414;O Diário (Ribeirão Preto);
;;;4415;O Diário (Ex-Diário de Mogi);
;;;4416;O Diário do Vale;
;;;4417;O Eco;
;;;4418;O Eco (Ex-Folha Popular);
;;;4419;O Estado de São Paulo (Estadão);
;;;4420;O Expresso;
;;;4421;O Foco;
;;;4422;O Guaypacaré;
;;;4423;O Impacto (Adamantina);
;;;4424;O Impacto (Moji-Mirim);
;;;4425;O Imparcial (Araraquara);
;;;4426;O Imparcial (Monte Alto);
;;;4427;O Imparcial (Presidente Prudente);
;;;4428;O Jornal (SP);
;;;4429;O Jornal da Estância Turística de Batatais (O Jornal de Batatais);
;;;4430;O Liberal (SP);
;;;4431;O Liberal Regional;
;;;4432;O Mirante;
;;;4433;O Município (SP);
;;;4434;O Ouvidor;
;;;4435;O Pêndulo;
;;;4436;O Pontual;
;;;4437;O Popular (SP);
;;;4438;O Povo (SP);
;;;4439;O Progresso de Tatuí;
;;;4440;O Regional (Catanduva);
;;;4441;O Regional (Piracicaba);
;;;4442;O Santarritense;
;;;4443;O Vale (SP);
;;;4444;Opinião Jornal;
;;;4445;Página Popular;
;;;4446;Página Zero;
;;;4447;Panrotas;
;;;4448;Perfil Econômico;
;;;4449;Perspectiva;
;;;4450;Pinhal News;
;;;4451;Piracaia Hoje;
;;;4452;Pirituba News;
;;;4453;Polo Paulistano;
;;;4454;Ponto Final (SP);
;;;4455;Prime Consumo;
;;;4456;Prime Saber;
;;;4457;Primeira Edição (SP);
;;;4458;Primeira Página (SP);
;;;4459;Propmark;
;;;4460;Radar Universitário;
;;;4461;Regional (Dracena);
;;;4462;Regional (Itanhaém);
;;;4463;Regional (Santa Fé Do Sul);
;;;4464;Repórter Diário;
;;;4465;Rodonews Metrô;
;;;4466;Rodonews Semáforo;
;;;4467;São Paulo News/ Jornal do Butantã/ Morumbi News/ Tribuna de Santo Amaro/ Gazeta de Pinheiros;
;;;4468;São Paulo Zona Sul;
;;;4469;Semana Em Destaque;
;;;4470;Semanário De Jacareí;
;;;4471;Sexta Feira (Indaiatuba);
;;;4472;Sexta Feira (Itu);
;;;4473;Sintonia Leste/ Sintonia Bairros;
;;;4474;Start;
;;;4475;Tempo;
;;;4476;Todo Dia;
;;;4477;Tribuna ( Ex Tribuna Ribeirão) (SP);
;;;4478;Tribuna (Ex Tribuna Bastense) (SP);
;;;4479;Tribuna de Descalvado (SP);
;;;4480;Tribuna de Iguape (SP);
;;;4481;Tribuna de Itapira (SP);
;;;4482;Tribuna de Ituverava (SP);
;;;4483;Tribuna do  Abcd (SP);
;;;4484;Tribuna do  Guaçú (SP);
;;;4485;Tribuna do Norte (SP);
;;;4486;Tribuna do  Povo (SP);
;;;4487;Tribuna Impressa (SP);
;;;4488;Tribuna Livre (SP);
;;;4489;Tribuna Ourinhense (SP);
;;;4490;Última Hora do ABC Paulista;
;;;4491;Vale Empresarial;
;;;4492;Vale Tremembé;
;;;4493;Vale Vivo;
;;;4494;Valor Econômico;
;;;4495;Visão Oeste;
;;;4496;Viver Embu Guaçu;
;;;4497;Voz da Terra;
;;;4498;Voz do Vale E Região;
;;;4499;Zona Leste News;
;;;4500;Jornal do Tocantins;
;;;4501;Primeira Página (TO);
;;;4502;Stylo;
;;;9991;OUTRO (ANOTAR):;
;;;9992;OUTRO (ANOTAR):;
;;;9997;Nenhum;
;;;9998;Não sabe;
;;;9999;Não respondeu;
;;;20350;O Tempo (AC);
;;;20351;Jornal da Ordem de Bujari;
;;;20352;Quinari Notícias;
;;;20400;A Voz da Foz (AL);
;;;20450;Jornal de Candiru;
;;;20451;Manaus Hoje;
;;;20452;Jornal Opinião;
;;;20453;Gazeta de Parintins;
;;;20454;O jornal da ilha;
;;;20460;O Interiorano;
;;;20500;Diário do Amapá;
;;;20501;Jornal do Amapá;
;;;20502;O Dia (AP);
;;;20503;O Liberal (AP);
;;;20601;Diário do Oeste;
;;;20602;Diário Oficial do Estado da Bahia;
;;;20651;Folha da Manhã (CE);
;;;20652;Jornal de Cariri;
;;;20653;O Conterrâneo;
;;;20654;Folha Universal;
;;;20655;Jornal do Vale;
;;;20700;O Lance;
;;;20701;The New York Times;
;;;20702;O Recanto;
;;;20751;Meu Jornal (Gov. Valadares);
;;;20752;Jornal Local (Montanha);
;;;20753;Folha do Litoral (ES);
;;;20754;O Jornal (ES);
;;;20755;Jornal de Brejetuba;
;;;20756;Folha de Vitória;
;;;20757;Correio Goiano;
;;;20758;Diário do Norte;
;;;20759;Daqui (GO);
;;;20760;The Guardian;
;;;20761;Diário Oficial;
;;;20801;Diário de Catalão;
;;;20850;O Popular (MA);
;;;20851;Itaqui-Bacanga;
;;;20873;Ipu Notícias;
;;;20900;Folha de Espinosa;
;;;20901;Folha Sul (Três Corações);
;;;20902;Jornal Poço Fundo;
;;;20903;Folha Machadense;
;;;20904;Correio da Serra (MG);
;;;20905;Folha de Guanais;
;;;20906;Folha da Zona Da Mata (MG);
;;;20907;Expresso De Barbacena;
;;;20908;A Semana (MG);
;;;20909;Diário Oficial do Estado de MG;
;;;20910;Folha de Porto Firme;
;;;20911;Gazeta de Varginha;
;;;20920;Campo Grande News;
;;;20931;Jornal Araguaia;
;;;20932;Jornal de Primavera do Leste;
;;;20933;Folha de Guiratinga;
;;;20934;Blog Diário de Tangará;
;;;20935;Folha Verde;
;;;20940;Jornal A Notícia;
;;;20941;O Impacto;
;;;20942;Diário do Tapajós;
;;;20950;Folha de Campo Grande;
;;;20951;Alvorada;
;;;20952;Folha Rio Brilhante;
;;;20953;Jornal da Cidade (MS);
;;;20954;O Progresso (MS);
;;;20960;Tribuna Getuliense;
;;;20961;O Alto Taquari (Arroio do Meio);
;;;20962;O Alto Taquari (Lageado);
;;;20963;O Alto Uruguai;
;;;20964;Jornal Bom Dia;
;;;20965;Informativo do Vale;
;;;20966;Correio Marauense;
;;;20967;Jornal Dimensão;
;;;20968;O Florense ;
;;;20969;Jornal Ibiá;
;;;20970;Jornal da Cotrijal;
;;;20971;Jornal Expresso;
;;;20972;Jornal Semanário;
;;;20980;Tribuna de Cabreúva (SP);
;;;20981;A Voz do Jacaré;
;;;20982;A Comarca (Matão);
;;;20983;Jornal Taperá;
;;;20984;Folha da Vila Prudente;
;;;20985;Gazeta de Iracemápolis;
;;;20986;Gazeta Guaçuana;
;;;20987;Regional (Caieiras);
;;;20988;Jornal da Cidade de Holambra;
;;;20989;Tribuna (Taquaritinga);
;;;21000;Diário de Cuiabá;
;;;21001;Jornal de Juruena;
;;;21002;Jornal Oeste;
;;;21020;ContilNet Notícias;
;;;21050;Folha de Boa Vista;
;;;21051;Folha do Araguaia;
;;;21052;O Popular (PA);
;;;21053;Jornal Amazonas;
;;;21100;Diário de Borborema;
;;;21102;O Norte (PB);
;;;21200;Folha dos Picos;
;;;21201;Jornal Católico;
;;;21202;Diário do Piauí;
;;;21203;Estado do Maranhão;
;;;21205;Notícias de Teresina;
;;;21250;Jornal de Maringá;
;;;21251;Jornal Rio Paranazão;
;;;21252;Hoje;
;;;21253;Jornal da Cidade (PR);
;;;21255;Diário de Mandaguaçu;
;;;21256;O Regional (PR);
;;;21257;Gazetinha;
;;;21258;Tribuna (Curitiba - PR);
;;;21300;Beira Rio;
;;;21301;Diário de Campos;
;;;21302;Jornal do Taxista;
;;;21303;Diário Nordeste;
;;;21304;Entre Rios;
;;;21305;Folha do Aço;
;;;21306;Folha do Vale (RJ);
;;;21308;O Semeador;
;;;21309;Hora Certa;
;;;21310;Sul21;
;;;21351;Gazeta do Oeste (RN);
;;;21352;O Mossoroense;
;;;21353;Jornal do Caicó;
;;;21354;Gazeta Esportiva;
;;;21355;Jornal da Igreja Universal;
;;;21356;Diário do Dia;
;;;21357;Diário de Natal;
;;;21358;Jornal do Dia (RN);
;;;21359;Litoral;
;;;21360;Diário de Potiguar;
;;;21400;O Dia (RO);
;;;21402;Jornal O Mamoré;
;;;21403;Jornal Mundial da Igreja do Poder de Deus;
;;;21450;Diário Oficial do Estado de Roraima;
;;;21451;Jornal de Roraima;
;;;21452;Jornal Universal;
;;;21453;Tribuna (RR);
;;;21454;Jornal Sucuriju;
;;;21455;Correio Metropolitano;
;;;21456;Jornal do Ônibus;
;;;21457;Jornal Gazeta de Rondônia;
;;;21458;Amazonas;
;;;21459;G1 De Roraima;
;;;21500;Gazeta de Sobradinho;
;;;21501;Jornal da Comunidade (RS);
;;;21502;Jornal Vale Dos Sinos;
;;;21550;Jornal Classe Sul;
;;;21551;Voz do Povo;
;;;21552;Classe A (SC);
;;;21553;Correio do Povo (SC);
;;;21554;Jornal de Economia (Não Lembra O Nome);
;;;21555;Jornal Regional (SC);
;;;21556;Meio Vale De Indaial;
;;;21557;Folha Catarinense;
;;;21600;Jornal de Sergipe;
;;;21601;Gazeta (SE);
;;;21602;Folha de Sergipe;
;;;21603;Sim Informe;
;;;21604;O Dia (SE);
;;;21651;Jornal da Tarde;
;;;21652;Placar;
;;;21653;Diário de Fernandópolis;
;;;21654;Diário de Mirandópolis;
;;;21655;Gazeta de General Salgado;
;;;21656;Jornal de Valparaiso;
;;;21657;Jornal Paraisópolis;
;;;21658;Jornal Já;
;;;21660;Clarim (SP);
;;;21662;Jornal de São Manoel;
;;;21663;Jornal da Cidade de Boituva;
;;;21664;Diario Oficial do Estado de São Paulo;
;;;21665;Jornal de Santa Cruz das Palmeiras;
;;;21666;Jornal Iperó;
;;;21667;Periscópio;
;;;21668;Jornal das Palmeiras;
;;;21669;Taperá;
;;;21670;Notícia de Leme;
;;;21671;Democrata;
;;;21672;Diário (Americana);
;;;21673;Expressão (SP);
;;;21674;Folha da Tarde (SP);
;;;21675;Jornal da Cidade (SP);
;;;21676;Jornal de Barueri;
;;;21677;Jornal Mundo;
;;;21678;A Tribuna (SP);
;;;21679;Estância;
;;;21682;Jornal da Economia;
;;;21683;Jornal de Jaguariuna;
;;;21685;Terceira Visão;
;;;21686;Jornal de Miracatu;
;;;21687;Jornal Parabrisa;
;;;21688;Primeira Mão;
;;;21700;Jornal Batista;
;;;21701;Jornal Araguaina;
;;;21702;Correio de Tocantins;
;;;21703;Diário de Tocantins;
;;;21801;Gazeta de Toledo;
;;;21802;Alô Negócios;
;;;21803;Diário do Sudoeste (PR);
;;;21804;Folha de Cascavel;
;;;21805;Gazeta Bituriense;
;;;21806;Gazeta do Iguaçu;
;;;21807;Gazeta de Jaguapita;
;;;21811;Metro (ES);
;;;21812;Folha da Paraíba;
;;;21813;Primeira Linha;
;;;21814;El País;
;;;21815;Jornal da Cidade (Pouso Redondo);
;;;21816;Liberdade News;
;;;21817;Jornal Expresso (Juiz de Fora);
;;;21818;Folha Andradense;
;;;21819;Mídia News;
;;;21820;Alerta Rolim;
;;;21821;Classisul;
;;;21822;Folha de Embu;
;;;21823;Jornal de Bairro em Bairro;
;;;21824;Jornal Classe Líder;
;;;21827;Jornal de Cidade (São Caetano do Sul);
;;;21828;Diário de Santa Bárbara d´Oeste;
;;;21829;Diário de Mogi das Cruzes;
;;;21830;Diário de Tupã;
;;;21831;Diário Popular;
;;;21832;Jornal do Dia (SP);
;;;21833;Expresso Litoral;
;;;21834;Gazeta Amparense;
;;;21835;Gazeta de Bebedouro;
;;;21836;Gazeta de São João da Boa Vista;
;;;21837;Jornal da Cidade (Catanduva);
;;;21838;Jornal da Cidade (Lençóis Paulistas);
;;;21839;Jornal da Cidade (Jaú);
;;;21840;Jornal de Nova Odessa;
;;;21841;Jornal da Cidade (Biritiba);
;;;21842;Jornal da Cidade (Cravinhos);
;;;21843;Jornal da Cidade (Matão);
;;;21844;Jornal Pacaembuense;
;;;21845;O Guaíra;
;;;21847;Diário de Sorocaba;
;;;21848;O Drone;
;;;21849;Gazeta do Povo;
;;;21850;Regional José Bonifácio;
;;;21852;Tribuna Metalúrgica;
;;;21853;Tribuna de Amparo;
;;;21855;Tribuna de Lençóis Paulista;
;;;21856;Tribuna das Monções/ Tribuna de Porto Feliz;
;;;21857;Igreja Mundial do Poder de Deus;
;;;21858;Folha do Bico;
;;;21859;Guaraí Notícias;
;;;21860;Folha do Tocantins;
;;;21861;Surgiu;
;;;21862;Jornal da Cidade (Porto Nacional);
;;;21863;O Progresso;
;;;21864;Nogueirense (Artur Nogueira);
;;;21865;Folha Regional (Jales);
;;;21866;Gazeta do Interior;
;;;21867;Jornal O Vale do Ribeira (Miracatu);
;;;21868;O Semanário Mombuca;
;;;21869;Jornal do Povo;
;;;21870;Gazeta do Tatuapé;
;;;21871;Novo Tempo;
;;;21874;Folha do Sudoeste;
;;;21875;Jornal da Cidade Jacinto;
;;;21876;Correio do Papagaio;
;;;21877;Contraponto;
;;;21878;180 Graus;
;;;21879;Jornal da Cidade (Canoinhas);
;;;21880;Folha da Cidade (TO);
;;;21881;D24am;
;;;21882;Alvorada;
;;;21884;Blitz Conquista;
;;;21885;Dimensão;
;;;21886;Folha do Vale;
;;;21887;Novo Tempo;
;;;21888;Metrópoles;
;;;21889;Charlie Hebdo;
;;;21890;Folha do Caparaó;
;;;21891;Folha do Norte;
;;;21892;Jornal Momento;
;;;21893;Imirante;
;;;21894;Notícias da Foto;
;;;21895;Balcão;
;;;21896;Tribuna do Povo;
;;;21897;Jornal do Município (Rondonópolis);
;;;21898;Gazeta Miriense;
;;;21899;Jornal do Brasil;
;;;21902;A Tribuna Regional (Lapa);
;;;21903;O Dia;
;;;21904;Tempo Novo (Serra);
;;;21905;BBC Brasil;
;;;21906;Diário Oficial do Estado de Santa Catarina;
;;;21907;O Trentino;
;;;21908;Jornal Local (Mondaí);
;;;21910;O Corujão;
;;;21912;Tribuna Hoje;
;;;21914;Jornal da Cidade (Açailândia);
;;;21915;Jornal da Cidade (Pastos Bons);
;;;21916;O Norte;
;;;21917;Jornal da Cidade São João Del Rei;
;;;21918;O Coruja;
;;;21919;Jornal Upanema;
;;;21920;O Observador;
;;;21921;Em Questão;
;;;21922;Folha de Jaguarão;
;;;21923;Folha de Itaqui;
;;;21924;A Ponte;
;;;21925;Nossa Terra;
;;;21926;Diário de Votuporanga;
;;;21927;Jornal O Paraguaçu;
;;;21928;Jornal do Povo/ Carlos Lima Jornal Online;
;;;21929;Agora Santa Inês;
;;;21930;O Tempo;
;;;21931;Conesul News;
;;;21932;O Progresso;
;;;21933;Jornal de Ibaiti;
;;;21935;Folha de Boa Vista;
;;;21936;Jornal de Cacoal;
;;;21937;Rondoniagora;
;;;21938;Alerta Rondônia;
;;;21939;News Rondônia;
;;;21940;Jornal Alto Madeira;
;;;21941;O Diário (Nova Petrópolis);
;;;21942;Região Celeiro (Três Passos);
;;;21943;Ata News (Araçatuba);
;;;21944;Jornal do Trem;
;;;21945;Jornal Novo Horizonte;
;;;21946;Jornal de Caraguatatuba;
;;;21947;Daqui (Palmas);
;;;21948;Jornal Z Norte (Sorocaba);
;;;21949;Semanário de Avaré;
;;;21951;Le Monde;
;;;21953;Diário Oficial de Santos;
;;;21955;A Gazeta da Zona Norte;
;;;21957;Jornal Municipal de Araçatuba;
;;;21958;A Tribuna Regional (Cravinhos);
;;;21959;E-Notícias;
;;;21960;Populacional;
;;;21961;Mais Notícias;
;;;21962;Folha Ubajarense;
;;;21963;Jornal de Sobral;
;;;21964;Jornal de Itacarambi;
;;;21965;Jornal Municipal de Nova Andradina;
;;;21966;Correio do Vale (Rondonópolis);
;;;21967;O Divisor;
;;;21968;Correio de Marabá;
;;;21969;Jornal Miriense (Igarapé-Miri);
;;;21970;Jornal de Caxingó;
;;;21971;Jornal Mural da Vila (Oeiras);
;;;21972;Jornal da Cidade (Piauí);
;;;21973;Jornal de Abatiá;
;;;21974;Jornal de Santa Helena;
;;;21975;Jornal da Igreja Show da Fé;
;;;21976;Jornal Sindical de Boa Ventura de São Roque;
;;;21977;Folha da Cidade (São Fidélis);
;;;21978;Folha Rondoniense;
;;;21979;Jornal Municipal de Buritis;
;;;21981;Sena 24 Horas;
;;;21982;Ecos da Notícia;
;;;21983;Jornal da Paróquia de São Sebastião;
;;;21984;Sertão em Foco;
;;;21985;Tribuna União;
;;;21986;Bocão News;
;;;21988;Barroso em Dia;
;;;21989;Diário de Santa Bárbara;
;;;21990;O Arrastão;
;;;21991;A Crítica;
;;;21992;Jornal da Cidade (Campos de Júlio);
;;;21993;Folha de Colider;
;;;21994;Primeiro Passo - Sintesp;
;;;21995;Notícias de Juruti;
;;;21996;Jornal de Santarém;
;;;21997;Jornal de Fagundes;
;;;21998;NE10;
;;;21999;Folha de Colorado;
;;;22000;Jornal do Dia (PR);
;;;22001;Diário da Manhã (Ponta Grossa);
;;;22002;Roraima em Tempo;
;;;22003;Jornal de Carlos Barbosa;
;;;22004;Jornal 19 de Julho (Encruzilhada do Sul);
;;;22005;Encruzilhadense News;
;;;22006;Jornal do Sudeste (Encruzilhada);
;;;22007;Classificadão (Ijuí);
;;;22008;Ijuí News;
;;;22009;Jornal da Manhã (Ijuí);
;;;22010;Expresso Ilustrado (Santiago);
;;;22011;O Cidadão;
;;;22012;Fato Novo;
;;;22013;Jornal da Cidade (Vila Maria);
;;;22014;O Açoriano (RS);
;;;22015;O Comunicador Guarani das Missões (Guarani das Missões);
;;;22016;O Diário (Ivoti);
;;;22017;Jornal do Ônibus;
;;;22018;Regional Águas da Serra;
;;;22019;Fato Regional (Vila Maria);
;;;22021;Destaque (GO);
;;;22022;Expresso;
;;;22023;Igreja Internacional da Graça de Deus;
;;;22024;Correio do Seridó;
;;;22025;Rio Carioca;
;;;22026;Roraisul;
;;;22027;Maranhão do Sul;
;;;22028;Jornal da Cidade Montes Claros;
;;;22029;Jornal Frederiquense;
;;;22030;O Mercesano (Mercês);
;;;22031;Opinião;
;;;22032;Jornal do Instituto Federal de Goiás;
;;;22033;Classinesia;
;;;22034;Opinião;
;;;22035;O+Positivo;
;;;22036;Jornal de Santo Antônio do Descoberto;
;;;22037;O Mensageiro;
;;;22038;Só Empregos;
;;;22039;Tribuna Popular (Foz do Iguaçu);
;;;22040;Expressão Regional (Salvador do Sul);
;;;22041;São Salvador;
;;;22042;A Voz do Povo;
;;;22043;Folha de Tuntum;
;;;22044;Método - Jornal Contábil;
;;;22045;Nossa Terra de Ibiporã;
;;;22046;Povo Cristão;
;;;22047;Brasil Seikyo;
;;;22048;Jornal do Campeche e Sul da Ilha;
;;;99999990;Nenhum outro;
;;;99999991;Não se aplica;
;;;99999996;Não tem preferência;
;;;99999997;Não lê jornal de segunda à sexta-feira;
;;;99999998;Não sabe;
;;;99999999;Não respondeu;
P19;O(A) sr(a) tem costume de ler revistas mais na versão impressa ou mais na versão digital, seja no computador, no celular ou no tablet?;Numérica;1;Mais na versão impressa;2
;;;2;Mais na versão digital;
;;;3;Ambas (Esp.);
;;;91;Não se aplica;
;;;98;Não sabe;
;;;99;Não respondeu;
P20;Em qual situação o(a) sr.(a) lê mais a versão impressa?;Numérica;1;Comprando em banca;2
;;;2;Através de assinatura;
;;;3;Lê de outra pessoa / biblioteca/ consultório/ trabalho;
;;;4;Lê revista gratuita/distribuída nas ruas;
;;;91;Não se aplica;
;;;98;Não sabe;
;;;99;Não respondeu;
P21;O(A) sr(a) costuma ler revistas mais durante a semana, ou seja, de segunda a sexta, ou mais aos finais de semana?;Numérica;1;Mais de segunda a sexta;2
;;;2;Mais aos finais de semana;
;;;3;Lê de segunda a sexta e aos finais de semana nas mesmas proporções (Esp.);
;;;91;Não se aplica;
;;;98;Não sabe;
;;;99;Não respondeu;
P22_hora;Considerando os dias da semana, de segunda à sexta-feira, quantas horas por dia o(a) sr(a) costuma ler revistas?;Numérica;9991;Não se aplica;4
;;;9997;Não lê revista durante a semana;
;;;9998;Não sabe;
;;;9999;Não respondeu;
P22_minuto;Considerando os dias da semana, de segunda à sexta-feira, quantos minutos por dia o(a) sr(a) costuma ler revistas?;Numérica;9991;Não se aplica;4
;;;9997;Não lê revista durante a semana;
;;;9998;Não sabe;
;;;9999;Não respondeu;
P22;Considerando os dias da semana, de segunda à sexta-feira, quanto tempo por dia o(a) sr(a) costuma ler revistas? (Minutos);Numérica;9991;Não se aplica;4
;;;9997;Não lê revista durante a semana;
